0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0.619989 0.736521 0
0.292638 0.277817 8
0.0959006 0.894501 3
0.728522 0.49887 6
0.374922 0.262052 8
0.660558 0.565529 0
0.875721 0.664678 5
0.0157714 0.853528 3
0.978993 0.195623 4
0.00918606 0.961637 3
0.1097 0.818306 3
0.153405 0.84716 3
0.770509 0.47034 6
0.172006 0.811857 3
0.00605983 0.57675 2
0.852753 0.59867 7
0.640888 0.499764 6
0.85105 0.595303 7
0.946104 0.647269 5
0.396835 0.319502 8
0.737467 0.38477 6
0.132838 0.845132 3
0.689618 0.577901 0
0.847817 0.47044 7
0.801101 0.534055 7
0.100943 0.889925 3
0.923072 0.0347155 9
-0.00435212 0.654844 2
0.913079 0.414892 4
0.656391 0.653968 0
0.762868 0.132524 9
1.04112 0.581048 5
1.04597 0.132235 9
-0.0342293 0.596459 2
0.687519 0.526561 6
1.04387 0.68798 5
0.678189 0.540137 0
1.05088 0.370923 4
0.991951 0.110108 9
0.379414 0.290849 8
0.652406 0.592954 0
1.2515 0.631534 5
0.940754 0.381788 4
0.020683 0.590874 2
0.600895 0.60464 0
0.0505015 0.709073 2
-0.0664259 0.651505 2
0.831087 0.0642275 9
0.66783 0.451204 6
0.144613 0.681783 2
0.480714 0.295338 8
0.0589657 0.715103 2
0.798195 0.442584 6
1.00967 0.275718 4
1.03418 0.230574 4
0.694264 -0.0645888 9
0.821799 0.125393 9
0.971909 0.650708 5
0.934507 0.360115 4
0.992358 0.698246 5
0.819668 0.672199 7
0.680597 0.424714 6
0.976435 0.146259 9
0.917743 0.653134 5
0.983351 0.435902 4
0.901647 0.414519 4
-0.0540517 0.639497 2
0.849113 0.682039 7
0.721927 0.465467 6
1.05966 0.334317 4
0.796448 0.703964 7
0.92926 0.298136 4
1.03109 0.638062 5
0.0493866 0.645995 2
0.89782 0.0493364 9
0.899372 0.00722534 9
0.87953 0.00438974 9
0.85435 0.0184892 9
0.911758 0.671939 5
0.13476 0.666496 2
0.883993 0.417052 4
0.933174 0.0754588 9
0.911104 0.019924 9
0.865686 0.414384 4
0.101024 0.813293 3
0.385597 0.279248 8
0.694543 0.553334 0
0.739577 0.636225 0
0.117128 0.780947 3
0.818509 0.619824 7
0.17721 0.894091 3
0.672234 0.532898 0
0.541823 0.48246 0
0.362291 0.276365 8
0.895584 0.308893 4
0.0496269 0.57007 2
0.915578 0.358887 4
0.688561 0.383228 6
0.845666 0.596777 7
0.838258 0.404301 4
0.427746 0.342966 8
0.374895 0.219856 8
0.627707 0.596535 0
0.357024 0.19986 8
-0.0267001 0.528449 2
0.674254 0.591066 0
0.708399 0.471488 6
0.858394 0.701091 5
0.678412 0.0355225 9
0.778621 0.00321862 9
0.0626355 0.901133 3
0.622989 0.527958 0
0.408485 0.207432 8
0.973197 0.411968 4
0.78277 -0.0102733 9
0.951086 0.685975 5
1.0415 0.607525 5
0.907288 0.648566 5
-0.113072 0.685376 2
-0.0403755 0.620337 2
0.146577 0.844163 3
0.708562 0.388154 6
0.873446 0.0605453 9
0.0430353 0.87683 3
0.658828 0.558543 0
-0.0208004 0.576828 2
0.710804 0.587474 0
0.650462 0.547577 0
0.89279 0.676343 5
0.987477 0.609511 5
0.602301 0.574061 0
1.02674 0.145868 9
0.965728 0.0687187 9
0.948336 0.645118 5
1.03621 0.606547 5
1.07841 -0.0648932 9
0.93667 0.0958801 9
0.655713 0.445255 6
-0.076868 0.519579 2
0.754316 0.507127 6
0.794775 0.606384 7
0.375552 0.253998 8
0.607923 0.566574 0
1.0918 0.749881 5
0.583013 0.598713 0
0.894965 0.00936765 9
0.9005 0.703989 5
1.00061 -0.0906391 9
0.816578 -0.00673275 9
0.386388 0.243125 8
0.0287212 0.548207 2
1.03742 0.613629 5
0.555243 0.612814 0
0.417 0.328125 8
0.675402 0.549061 0
0.981284 0.283006 4
0.40476 0.133861 8
0.804948 0.538879 7
0.0435708 0.865355 3
0.695228 0.600782 0
0.667399 0.485328 6
0.220979 0.794377 3
0.40769 0.240692 8
0.496181 0.219772 8
1.08975 0.613521 5
0.880794 0.51916 7
0.779654 0.669663 7
0.771396 0.0935345 9
-0.0242025 0.58805 2
