0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0.591892 0.613792 0
0.687047 -0.00981674 9
0.185449 0.430481 5
0.33553 0.547341 4
0.600263 0.756909 7
0.589771 0.685508 0
0.10972 0.608276 3
0.576155 0.588821 0
0.785384 0.0497477 9
0.236507 0.643999 4
0.0654219 0.882108 8
0.299263 0.576127 4
0.149826 0.558777 3
0.175591 0.570269 3
0.188237 0.837369 8
0.0974327 1.06024 8
0.40314 0.815666 1
0.30816 0.757092 1
0.779783 0.0865707 2
0.316268 0.661269 4
0.20981 0.574128 4
0.153987 1.00465 8
0.152984 0.972672 8
0.15114 0.725257 3
0.618272 0.0245465 6
0.210322 0.575078 4
0.440097 0.779287 1
0.253041 1.0353 8
0.0738306 0.653255 3
0.0610132 0.957985 8
0.575047 0.798691 7
0.370358 0.496634 4
0.642205 0.116709 6
0.679703 -0.0144625 9
0.619547 0.823223 7
0.719705 0.961218 7
0.24322 0.549016 4
0.594412 0.845933 7
0.183678 0.936773 8
0.0537883 0.951125 8
0.56511 0.686539 0
0.169873 0.674057 3
0.0715065 0.700577 3
0.612042 0.637955 0
0.143287 0.991581 8
0.719291 0.0347658 9
0.663987 0.71186 7
0.138178 0.934784 8
0.305937 0.537354 4
0.522379 0.892174 7
0.835731 0.0565758 9
0.267218 0.646204 4
0.19323 0.555612 3
0.142566 0.435945 5
0.632986 0.213941 2
0.462205 0.63368 0
0.752826 0.0382666 9
0.586115 0.45686 0
0.260034 0.581662 4
0.763718 -0.0200563 9
0.274089 0.765625 4
0.264734 0.589396 4
0.811106 0.0471931 9
0.263264 0.664006 4
0.0985885 0.873365 8
0.249138 0.57723 4
0.181602 0.478548 5
0.636011 0.704738 7
0.224075 0.673767 4
0.57986 0.519197 0
0.240323 0.612232 4
0.478949 0.6859 1
0.500535 0.668039 0
0.108568 0.591676 3
0.308341 0.624566 4
0.0429431 0.58687 3
0.290002 0.580508 4
0.553823 0.801963 7
0.760001 -0.0205399 9
0.107901 0.500444 3
0.617953 0.651308 0
0.558812 0.780166 7
0.855352 0.135799 2
0.436098 0.808267 1
0.713171 0.0335672 9
0.244974 0.696271 4
0.358857 0.695442 1
0.749716 0.0799327 2
0.562159 0.580336 0
0.409162 0.623432 1
0.705833 0.0128122 9
0.207071 0.683202 4
0.635498 0.588507 0
0.489758 0.785468 1
0.47472 0.791591 1
0.57137 0.0535338 6
0.66601 0.197837 2
0.291694 0.54515 4
0.175825 0.633049 3
0.284286 0.563322 4
0.255563 0.666964 4
0.614245 0.177074 6
0.550402 0.777466 7
0.0816298 0.700878 3
0.789953 0.0873802 2
0.555446 0.790495 7
0.748253 0.140326 2
0.450526 0.669673 1
0.337744 0.769656 1
0.122711 0.614961 3
0.210762 0.585905 4
0.595243 0.698415 0
0.178458 1.11356 8
0.151096 0.520933 3
0.475523 0.793636 1
0.143638 0.472315 5
0.212739 0.687058 4
0.323209 0.622736 4
0.220218 0.778726 4
0.639813 0.733657 7
0.14159 0.490586 5
0.0996998 0.685768 3
0.102815 0.505471 3
0.207762 0.576134 4
0.38188 0.454454 4
0.180076 0.699629 3
0.584963 0.639778 0
0.74097 0.0110982 9
0.567313 0.752567 7
0.105553 0.646834 3
0.064797 0.580718 3
0.272506 0.668794 4
0.128879 0.609597 3
0.205377 0.641434 4
0.124254 0.666055 3
0.544396 0.689213 0
0.750594 0.103536 2
0.62421 0.84402 7
0.0510146 0.66655 3
0.380923 0.748169 1
0.260494 0.680488 4
0.240186 0.484114 5
0.266206 0.588063 4
0.5517 0.59606 0
0.300865 0.707603 4
0.121071 1.06575 8
0.594153 0.753356 7
0.581208 0.654647 0
0.064328 0.598404 3
0.627397 0.707044 7
0.751716 0.182762 2
0.24678 0.383748 5
