0 0 7
0 0 7
0 0 7
0 0 7
0 0 7
0 0 7
0 0 7
0 0 7
0 0 7
0 0 7
0.591892 0.613792 2
0.687047 -0.00981674 3
0.185449 0.430481 5
0.33553 0.547341 0
0.600263 0.756909 8
0.589771 0.685508 2
0.10972 0.608276 5
0.576155 0.588821 2
0.785384 0.0497477 3
0.236507 0.643999 0
0.0654219 0.882108 4
0.299263 0.576127 0
0.149826 0.558777 5
0.175591 0.570269 5
0.188237 0.837369 4
0.0974327 1.06024 9
0.40314 0.815666 6
0.30816 0.757092 0
0.779783 0.0865707 3
0.316268 0.661269 0
0.20981 0.574128 5
0.153987 1.00465 9
0.152984 0.972672 4
0.15114 0.725257 0
0.618272 0.0245465 1
0.210322 0.575078 5
0.440097 0.779287 6
0.253041 1.0353 9
0.0738306 0.653255 5
0.0610132 0.957985 4
0.575047 0.798691 8
0.370358 0.496634 0
0.642205 0.116709 1
0.679703 -0.0144625 3
0.619547 0.823223 8
0.719705 0.961218 8
0.24322 0.549016 5
0.594412 0.845933 8
0.183678 0.936773 4
0.0537883 0.951125 4
0.56511 0.686539 2
0.169873 0.674057 0
0.0715065 0.700577 5
0.612042 0.637955 2
0.143287 0.991581 9
0.719291 0.0347658 3
0.663987 0.71186 8
0.138178 0.934784 4
0.305937 0.537354 0
0.522379 0.892174 8
0.835731 0.0565758 3
0.267218 0.646204 0
0.19323 0.555612 5
0.142566 0.435945 5
0.632986 0.213941 1
0.462205 0.63368 2
0.752826 0.0382666 3
0.586115 0.45686 2
0.260034 0.581662 0
0.763718 -0.0200563 3
0.274089 0.765625 0
0.264734 0.589396 0
0.811106 0.0471931 3
0.263264 0.664006 0
0.0985885 0.873365 4
0.249138 0.57723 0
0.181602 0.478548 5
0.636011 0.704738 8
0.224075 0.673767 0
0.57986 0.519197 2
0.240323 0.612232 0
0.478949 0.6859 6
0.500535 0.668039 2
0.108568 0.591676 5
0.308341 0.624566 0
0.0429431 0.58687 5
0.290002 0.580508 0
0.553823 0.801963 8
0.760001 -0.0205399 3
0.107901 0.500444 5
0.617953 0.651308 2
0.558812 0.780166 8
0.855352 0.135799 3
0.436098 0.808267 6
0.713171 0.0335672 3
0.244974 0.696271 0
0.358857 0.695442 6
0.749716 0.0799327 3
0.562159 0.580336 2
0.409162 0.623432 6
0.705833 0.0128122 3
0.207071 0.683202 0
0.635498 0.588507 2
0.489758 0.785468 6
0.47472 0.791591 6
0.57137 0.0535338 1
0.66601 0.197837 1
0.291694 0.54515 0
0.175825 0.633049 0
0.284286 0.563322 0
0.255563 0.666964 0
0.614245 0.177074 1
0.550402 0.777466 8
0.0816298 0.700878 5
0.789953 0.0873802 3
0.555446 0.790495 8
0.748253 0.140326 1
0.450526 0.669673 6
0.337744 0.769656 6
0.122711 0.614961 5
0.210762 0.585905 5
0.595243 0.698415 2
0.178458 1.11356 9
0.151096 0.520933 5
0.475523 0.793636 6
0.143638 0.472315 5
0.212739 0.687058 0
0.323209 0.622736 0
0.220218 0.778726 0
0.639813 0.733657 8
0.14159 0.490586 5
0.0996998 0.685768 5
0.102815 0.505471 5
0.207762 0.576134 5
0.38188 0.454454 0
0.180076 0.699629 0
0.584963 0.639778 2
0.74097 0.0110982 3
0.567313 0.752567 8
0.105553 0.646834 5
0.064797 0.580718 5
0.272506 0.668794 0
0.128879 0.609597 5
0.205377 0.641434 0
0.124254 0.666055 5
0.544396 0.689213 2
0.750594 0.103536 3
0.62421 0.84402 8
0.0510146 0.66655 5
0.380923 0.748169 6
0.260494 0.680488 0
0.240186 0.484114 5
0.266206 0.588063 0
